timestamp,Asset_ID,Count,Open,High,Low,Close,Volume,VWAP,Target
1630986180,1,952.0,52664.97714285715,52685.95,52629.0,52648.325655302855,22.83783453742633,52653.040772985216,0.0002992615613897
1630986240,1,1126.0,52648.15571428572,52669.12,52616.0,52635.28285714285,34.43463203093327,52643.009160067566,0.0001109127315804
1630986300,1,1029.0,52636.19142857144,52665.34,52612.4,52644.237142857135,27.94525120441258,52637.453336515566,0.0003488113652338
1630986360,1,1604.0,52648.06285714286,52700.0,52623.2,52679.042857142864,79.60939473063873,52661.56608576688,1.0027855273677094e-05
1630986420,1,1019.0,52686.64375,52714.48,52666.14,52686.6275,30.620373495427,52686.51770113312,-0.0001394670078232
1630986480,1,1020.0,52680.03999999999,52702.45,52641.07,52659.298571428575,35.06080825864993,52666.31836300439,9.39715305479261e-05
1630986540,1,1283.0,52656.58285714287,52696.69,52638.26,52669.69857142858,29.301384085810927,52660.337173125525,-5.271753249699103e-05
1630986600,1,975.0,52672.52428571428,52696.25,52656.0,52670.67428571429,19.161047300768885,52672.11070517863,0.0006481433396937
1630986660,1,1581.0,52662.972,52700.0,52637.69,52654.558,37.56510358240856,52662.71136736552,0.0003065037363738
1630986720,1,903.0,52658.81571428572,52679.1,52625.06,52651.38142857143,25.84114752392733,52653.25431553406,0.00024944980825
1630986780,1,1345.0,52649.597142857136,52679.0,52615.49,52642.3,26.349319408034827,52647.56401411042,0.000460777128804
1630986840,1,801.0,52639.025231938336,52679.1,52617.2,52637.69666666666,23.215757953161024,52638.56140268535,0.0004746567678443
1630986900,1,1711.0,52640.67142857142,52679.0,52610.0,52645.18294639143,48.10257404803489,52644.91776861175,0.0002213058966874
1630986960,1,1007.0,52644.677232105714,52668.55,52623.64,52643.22151782001,27.51012337076945,52646.44205474007,0.0002707709899099
1630987020,1,1782.0,52646.66000000001,52692.48,52627.85,52661.553090792855,32.24714849923994,52659.527555564375,0.0001033993193438
1630987080,1,1159.0,52656.67,52683.9,52630.0,52647.43714285713,33.71597643899282,52656.63443908537,3.955792498915216e-05
1630987140,1,978.0,52649.94142857144,52684.0,52629.8,52664.06285714286,50.267446574492645,52657.152448079134,0.0001560410532671
1630987200,1,1776.0,52656.93625000001,52679.31,52592.56,52623.72,76.27490130484749,52637.47508551499,-0.0005231463257447
1630987260,1,1465.0,52621.042857142864,52655.9,52585.34,52620.01857142858,63.11914071607249,52620.8431652888,-0.0002875650058341
1630987320,1,957.0,52623.27755164001,52655.9,52591.3,52617.72000000001,23.707390263541164,52620.36743450564,0.0001252721175467
1630987380,1,2044.0,52616.72398433856,52655.8,52530.0,52586.78142857144,71.71355147098382,52600.0844057802,0.0001055156990208
1630987440,1,1986.0,52587.167142857135,52624.0,52529.9,52574.17571428573,78.36297860706375,52571.859528573215,9.89153030202456e-06
1630987500,1,1237.0,52572.84375,52649.15,52552.86,52612.01875,42.414895082463225,52583.09580767831,-0.0004730279780527
1630987560,1,1510.0,52629.26875,52691.69,52591.1,52655.3075,45.74318779439416,52647.03523823479,-0.0005576786026443
1630987620,1,1029.0,52655.9925,52683.78,52633.8,52658.67874999999,25.90230931561045,52657.22884429911,-0.0006498131847259
1630987680,1,1158.0,52654.08714285714,52689.7,52636.4,52668.93571428571,22.521809803165933,52660.40071351572,-0.0009112966915182
1630987740,1,1270.0,52672.25714285715,52713.22,52657.7,52684.58714285714,41.38626213915509,52678.970120277205,-0.0012363050917322
1630987800,1,1033.0,52683.97166666667,52710.17,52655.5,52673.865,20.893754234887368,52675.1338725189,-0.0013135259675401
1630987860,1,1033.0,52673.51166666666,52696.42,52648.4,52663.68500000001,23.19255118566346,52671.43852226081,-0.0013674832636154
1630987920,1,1047.0,52668.1825,52708.6,52628.8,52661.805,33.432268723393705,52661.98839809252,-0.0011742056093797
1630987980,1,1131.0,52658.37714285714,52675.9,52609.2,52648.84285714286,38.761353912834615,52647.10137252552,-0.0011280403738049
1630988040,1,1174.0,52650.34428571428,52674.41,52612.1,52655.33142857144,46.95859019595395,52648.92832497478,-0.001201366946909
1630988100,1,883.0,52653.667142857135,52673.48,52636.7,52656.73285714285,35.385641529903104,52653.75916196648,-0.000917391887613
1630988160,1,1447.0,52660.03285714285,52708.25,52640.5,52678.194285714286,55.690163588149474,52676.38169895289,-0.0011591030918824
1630988220,1,952.0,52678.20571428572,52701.51,52650.0,52674.72857142856,30.3406132632598,52675.091522993935,-0.0007469015938309
1630988280,1,853.0,52673.09857142856,52695.5,52634.5,52668.654285714285,32.815036153458394,52669.51080722397,-0.0008148612773584
1630988340,1,1062.0,52666.18,52695.6,52619.7,52663.99000000001,49.37033658108072,52658.96880904245,-0.0006021836084415
1630988400,1,1159.0,52663.54428571429,52683.99,52614.6,52634.10142857144,40.98483966020427,52647.88248792592,-0.0009608468173383
1630988460,1,1324.0,52634.3425,52669.1,52570.9,52604.90580978875,58.90744886138413,52617.58825946607,-0.0008915329550844
1630988520,1,1177.0,52593.87368167144,52609.2,52553.7,52581.74714285714,25.835876386778487,52588.26365519894,-0.0008310732983911
1630988580,1,1502.0,52577.42999999999,52603.44,52535.4,52582.57,57.78981509076729,52576.03347430592,-0.0011491094312332
1630988640,1,1186.0,52586.89,52625.25,52562.4,52584.972857142864,31.96968982403,52590.722415921926,-0.0010436362688157
1630988700,1,965.0,52579.75166666667,52634.66,52564.4,52603.29833333333,24.602840713203623,52591.04358333891,-0.0009719971976038
1630988760,1,1223.0,52606.01666666666,52636.22,52582.9,52613.58833333333,28.68262581994584,52606.50897490653,-0.0009519370955417
1630988820,1,1255.0,52609.40714285714,52636.23,52546.7,52588.87857142856,42.16341266704972,52590.33248227537,-0.0012557210814983
1630988880,1,1270.0,52581.292857142864,52599.7,52549.3,52575.86714285715,36.981818401929175,52576.315347738586,-0.0011186693813338
1630988940,1,1087.0,52574.191428571416,52599.7,52543.4,52572.96714285714,25.68442474841008,52570.87799063373,-0.0007784665942181
1630989000,1,1282.0,52573.70857142856,52606.77,52546.4,52586.61353826,46.21392545730557,52574.074867686446,-0.0006299375575947
1630989060,1,1185.0,52591.61285714286,52623.11,52567.5,52590.12857142856,32.992010327805424,52591.98020223474,-0.0006786952021012
1630989120,1,948.0,52586.61000000001,52620.24,52571.5,52594.82666666666,22.72985870047352,52589.27952380432,-0.0010479416544293
1630989180,1,1487.0,52598.67571428571,52652.55,52579.3600564,52634.93142857144,58.90031645665229,52610.512072971134,-0.0009504903735577
1630989240,1,1633.0,52631.05043426715,52644.97,52573.8,52611.215714285725,75.11782974737994,52620.76306961661,-0.0009187075722983
1630989300,1,1259.0,52611.76142857144,52644.3,52575.67,52598.91,41.200105380158895,52603.03534180089,-0.000872428196557
1630989360,1,1179.0,52594.71639561125,52644.2,52556.3,52588.335,39.62811521174259,52597.98459896877,-0.0010356399313156
1630989420,1,1080.0,52589.6,52616.12,52562.7,52590.41991866714,23.941139755641817,52593.25771206786,-0.0008859123986863
1630989480,1,1387.0,52589.49714285714,52623.97,52566.8,52601.16142857144,76.93206946757279,52595.62789931023,-0.000791574735784
1630989540,1,1185.0,52599.99571428571,52621.04,52579.1,52597.81142857142,20.70650004201953,52598.84761256842,-0.0010313888942501
1630989600,1,1247.0,52608.33571428571,52654.32,52585.0,52617.41324132286,38.71078881362874,52614.177475099415,-0.0011323865396609
1630989660,1,1451.0,52619.37375,52646.22,52589.01,52623.99750000001,27.865152987999497,52619.757625392245,-0.0010800930001794
1630989720,1,1095.0,52626.07,52700.0,52613.12,52642.05857142858,41.3545472635914,52635.12552496405,-0.0007604827027963
1630989780,1,1082.0,52634.727817668565,52665.76,52614.5,52645.67714285713,20.73062665117972,52637.68350630756,-0.0007452589936814
1630989840,1,1260.0,52650.6475,52673.56,52629.38,52651.7525,52.99607765610922,52651.459260918666,-0.0007483407349791
1630989900,1,1443.0,52656.84124999999,52697.61,52639.2,52679.94374999999,63.30813026884158,52668.23010088611,-0.0005989737256266
1630989960,1,1263.0,52682.832134847136,52700.0,52657.8,52674.00285714285,34.5985884964481,52678.943180075126,-0.000708243919645
1630990020,1,1343.0,52676.22142857141,52709.53,52660.1,52688.61,36.69404670604783,52685.32232614285,-0.0007267224207225
1630990080,1,1178.0,52686.93625,52708.86,52648.26,52670.61875,45.22071579458815,52677.7653379945,-0.0007571924362
1630990140,1,1247.0,52669.14,52702.04,52652.25,52673.43714285714,40.94997432186285,52677.276405813565,-0.0009148119669427
1630990200,1,1368.0,52675.368571428575,52708.32,52645.68,52670.89428571429,47.98141240015799,52675.195452792985,-0.0006841760213104
1630990260,1,1298.0,52661.67571428571,52684.53,52614.44,52636.03142857144,45.909180253382864,52645.34679163919,-0.0002146498832457
1630990320,1,1639.0,52632.89571428571,52652.0,52556.7,52575.07571428571,59.52457490624778,52607.02049287209,-0.0001058486972092
1630990380,1,1601.0,52575.64552730141,52610.8,52549.52,52583.125714285714,77.31059546873422,52580.25137181658,-5.518824464015347e-05
1630990440,1,1453.0,52579.78142857144,52599.6,52538.58,52562.71428571428,43.71603703373802,52570.683531356764,0.0001042923383433
1630990500,1,1311.0,52558.96428571428,52599.5,52516.17,52538.53285714285,36.246287511774135,52545.26340537722,0.0005485932164971
1630990560,1,2182.0,52538.50857142857,52556.1,52489.47,52513.485714285714,68.32561463674993,52515.447376295066,0.0005183374257585
1630990620,1,1480.0,52515.22571428572,52556.1,52494.93,52525.94666670001,90.94604533107416,52524.90701267961,0.0006756947728072
1630990680,1,1396.0,52522.29238098571,52578.26,52504.41,52530.41857142856,71.56399883386001,52532.781376355895,0.0004959391187843
1630990740,1,1370.0,52531.95571428572,52563.9,52511.99,52538.31000000001,57.85817868264267,52541.18808511693,0.0002052718337429
1630990800,1,1678.0,52535.841549704295,52580.0,52510.43,52546.33592426144,126.66563255101843,52543.66121599294,0.000102297912755
1630990860,1,1431.0,52546.03163854714,52577.9,52526.9,52550.875714285714,65.28384507027495,52546.53207861439,0.0003830350560818
1630990920,1,1869.0,52548.40142857144,52577.9,52500.64,52521.38142857143,67.5579734466793,52534.26140267566,0.0004163467851042
1630990980,1,2886.0,52519.14142857144,52565.1,52450.0,52481.26,130.76402415547838,52501.90236421776,0.0007111236237497
1630991040,1,3695.0,52483.82571428571,52515.9,52411.42,52450.95971413999,137.2404263939707,52462.15475188749,0.0010342097889717
1630991100,1,2564.0,52453.9572498725,52467.99,52405.86,52435.03625,77.61586949953455,52437.04714418055,0.0014133185524185
1630991160,1,2495.0,52433.295,52463.01,52391.0,52414.25875,90.66802196259913,52427.38566513176,0.0010508905943868
1630991220,1,1861.0,52409.27965929144,52447.0,52392.27,52416.26285714287,113.13795528449208,52415.21876171664,0.0009707932539574
1630991280,1,1638.0,52415.21714285714,52470.31,52403.65,52431.19353429286,44.34257318429536,52439.887047950666,0.0011479667045073
1630991340,1,1730.0,52417.90714285714,52464.3,52391.27,52438.548571428575,70.03097745875668,52420.60068849741,0.0012343375229465
1630991400,1,2273.0,52448.92142857143,52513.05,52431.82,52473.662788898575,76.44725722674609,52474.93350486282,0.0011756014987191
1630991460,1,2403.0,52481.3325,52532.79,52460.7,52521.595,89.76446480611574,52497.89959085824,0.0011127730135087
1630991520,1,1796.0,52523.66,52545.27,52469.5,52499.16324842,53.43555232454551,52512.81361338798,0.0009129910911052
1630991580,1,1431.0,52497.13714285714,52526.3,52460.15,52483.83285714287,58.07144537564321,52495.54140822842,0.0009634120209308
1630991640,1,1366.0,52482.152857142864,52526.2,52450.94,52499.371428571416,39.85023358409722,52489.03001618623,0.0010889901257437
1630991700,1,1716.0,52501.85000000001,52522.34,52473.5,52491.23385137666,75.68911002772525,52498.237106139786,0.0013492401005935
1630991760,1,1494.0,52493.31387890286,52506.93,52452.44,52477.43858655001,44.4941378026376,52485.69888630619,0.0014725118915914
1630991820,1,1333.0,52474.70644364286,52503.9,52446.4,52469.48,31.9659420270009,52469.864182877696,0.0014818484481534
1630991880,1,1272.0,52469.46428571428,52489.22,52434.77,52458.17142857143,34.02947202269129,52463.567586296005,0.0014794736920235
1630991940,1,1998.0,52461.648571428566,52546.38,52438.47,52520.38428571429,61.906002883970096,52488.11484175296,0.0007617967631447
1630992000,1,1877.0,52530.90142857144,52576.83,52517.84,52557.68,88.17876038889868,52550.6749138669,0.000221228129095
1630992060,1,1116.0,52567.70493313,52595.15,52548.76,52579.88,22.43790151777053,52574.242070136446,0.000236417953686
1630992120,1,1082.0,52576.43857142858,52594.4,52535.1,52578.06285714286,29.18221976134004,52568.187619410266,0.000150924540495
1630992180,1,1284.0,52582.83142857144,52608.24,52542.02,52574.10285714286,39.31216301725272,52577.27700075,-5.863686951445142e-05
1630992240,1,1182.0,52574.01714285714,52604.46,52550.0,52578.10142857144,33.88400687508862,52577.93239762273,-0.0001450732957642
1630992300,1,1387.0,52577.142857142855,52612.14,52560.99,52597.58285714285,33.481036444171075,52583.09227968576,0.0001345368370092
1630992360,1,1475.0,52596.624285714286,52621.3,52573.14,52598.97142857144,39.53452698037485,52594.67948421498,0.0002278540209559
1630992420,1,1131.0,52601.11285714286,52625.26,52567.39,52586.674285714296,23.2209496143374,52597.729724364384,0.0001346991009366
1630992480,1,1489.0,52584.327142857146,52601.73,52555.7,52576.13714285714,32.724332863379324,52580.78328175858,-3.7688538293426674e-05
1630992540,1,1709.0,52577.26504948999,52609.82,52553.91,52577.67713643285,46.11273805244277,52581.98770587548,-1.651726031464242e-05
1630992600,1,1315.0,52581.397142857146,52597.41,52527.3,52554.82207564429,24.66760394547769,52574.37582672213,-2.111708396432808e-05
1630992660,1,1310.0,52546.36142857144,52580.0,52526.8,52567.571381397145,46.226945275213225,52556.269213986416,-6.185622161636295e-05
1630992720,1,1072.0,52569.49142857143,52595.71,52546.49,52564.242809968586,31.11870093365445,52572.512270178006,0.0004292088259154
1630992780,1,1199.0,52562.77211571999,52580.92,52528.91,52550.325714285726,42.036597287457774,52556.68485657249,0.0004101988078617
1630992840,1,1361.0,52550.34285714286,52572.75,52522.87,52543.34285714286,40.163224301732406,52552.11060993544,0.0008057164136525
1630992900,1,1580.0,52539.92285714286,52565.4,52500.0,52534.57285714285,58.77325740252165,52531.34421533045,0.0008656542447236
1630992960,1,1662.0,52532.51589778141,52565.5,52500.0,52522.56714285714,61.43757743532815,52535.113690079714,0.0012581679478914
1630993020,1,1491.0,52521.94857142858,52561.2,52482.39,52530.51571428571,99.67384140015434,52523.789537566525,0.0014750262333764
1630993080,1,1199.0,52531.12666666667,52553.83,52520.08,52532.58166666666,20.876416952905124,52532.521857226886,0.0012382514197596
1630993140,1,1236.0,52536.884056318566,52571.63,52519.4,52558.542857142864,30.05196616520372,52544.40138067908,0.001122170655221
1630993200,1,1271.0,52560.16142857144,52599.99,52540.0,52576.77640695,28.46211300739704,52564.343000691,0.0009000770257511
1630993260,1,1894.0,52579.51542903,52637.71,52563.27,52615.06919286573,80.38939714863791,52595.62570690184,0.0001677656192254
1630993320,1,1323.0,52616.65979388286,52658.68,52591.56,52629.24142857143,44.0603125821029,52622.57934274976,7.484675830719898e-05
1630993380,1,1364.0,52628.50871872429,52644.89,52583.53,52620.80219863,55.46398931163935,52623.167313771446,0.0003059104925102
1630993440,1,1037.0,52618.13089840167,52636.28,52601.9,52614.88000000001,24.049323389913887,52617.73356856708,0.0002447602984104
1630993500,1,1328.0,52615.38000000001,52647.68,52600.9,52625.56666666666,37.88952911590832,52621.19109597874,-0.0001489633490734
1630993560,1,1856.0,52625.415,52666.9,52613.2,52651.00829512,57.39449383436056,52637.797575473865,-0.0001839141900854
1630993620,1,2296.0,52653.93142857144,52687.33,52622.8,52651.60033879001,58.20852289302547,52653.179878148825,-0.0006914107415473
1630993680,1,2479.0,52656.54625000001,52726.53,52631.04,52689.52125000001,88.6683245247533,52682.52314693135,-0.0008326573372252
1630993740,1,2181.0,52690.91617786286,52726.89,52642.62,52675.927286671424,77.91551253819573,52690.153376964,-0.000858980257829
1630993800,1,1381.0,52673.45285714285,52705.0,52642.83,52675.86285714285,35.66859055228945,52674.05209784073,-0.0007928278375512
1630993860,1,1395.0,52678.288571428566,52705.1,52619.74,52645.66571428572,49.10150261641118,52673.344455110215,-0.0010246720265263
1630993920,1,1585.0,52639.39571428571,52675.1,52604.21,52644.87857142856,81.74768718488913,52639.43860120127,-0.0012683880953466
1630993980,1,1192.0,52644.27142857144,52675.1,52600.98,52638.45285714285,35.539389674129524,52639.236179134416,-0.0010379212743282
1630994040,1,1283.0,52638.33617713144,52696.55,52616.77,52673.76,40.552159642585785,52649.117393019085,-0.0013456308742245
1630994100,1,1444.0,52680.73224938125,52718.22,52665.6,52694.9022798275,27.565020393176823,52683.15648611001,-0.0019537334689481
1630994160,1,2120.0,52696.17375,52776.03,52663.84,52723.15850049625,79.5067074485855,52716.250222276445,-0.0014658700069782
1630994220,1,2488.0,52710.35225049625,52750.0,52642.24,52665.33625,161.62540542182012,52699.997840440505,-0.0013303728387641
1630994280,1,1312.0,52668.57285714285,52701.54,52648.0,52671.36428571429,42.97343084674144,52673.97251520747,-0.0012367693749305
1630994340,1,988.0,52672.90778507001,52691.15,52657.55,52675.05285714287,17.93612161506082,52675.85491571784,-0.0010434432018497
1630994400,1,1269.0,52677.18714285714,52699.25,52662.54,52679.23999999999,22.57693226006275,52679.45929887233,-0.0009696525596427
1630994460,1,1207.0,52679.26024732428,52697.47,52664.0,52679.40060659429,27.328542629974823,52680.62930960249,-0.0011054456356351
1630994520,1,1265.0,52677.63142857143,52692.0,52653.45,52674.83857142856,28.10697616894936,52672.864487341496,-0.0011932976523144
1630994580,1,1459.0,52674.65,52697.2,52659.15,52677.77857142856,35.218853626038495,52679.88553123131,-0.0013890105430753
1630994640,1,1295.0,52678.02142857144,52697.33,52619.99,52644.94,49.19955785762453,52659.297871188064,-0.0014957472167084
1630994700,1,1551.0,52641.69571428571,52675.1,52614.17,52639.71789917715,59.633728242299824,52640.46026685328,-0.0015252560810712
1630994760,1,1284.0,52636.755714285726,52666.79,52622.0,52647.10142857144,40.22942362517362,52641.26204568456,-0.0014286163603801
1630994820,1,1281.0,52645.16428571428,52677.1,52623.58,52660.60857142859,34.64534260349947,52650.21075726771,-0.001244406079022
1630994880,1,1148.0,52662.14142857144,52673.62,52637.03,52654.38571428572,34.372706384348426,52656.728210025394,-0.0013715960093047
1630994940,1,1002.0,52654.36142857141,52697.89,52635.14,52656.38,19.454056600271585,52656.51225148097,-0.0008206766897136
1630995000,1,1545.0,52657.04142857144,52682.74,52634.84,52653.09571428572,42.46676981823386,52659.30727834568,-0.0001236430126313
1630995060,1,1301.0,52652.58989426857,52680.14,52638.16,52658.21967390143,23.18332733285207,52658.12161626668,0.0001270619959134
1630995120,1,1354.0,52657.61428571429,52679.76,52624.44,52646.29551809286,44.194135850105546,52650.36278295684,0.0004476261147038
1630995180,1,1361.0,52647.47551809286,52662.45,52626.55,52645.70857142856,17.688463454895388,52644.54231227012,0.0002770409345719
1630995240,1,1600.0,52646.744285714274,52665.05,52606.0,52641.98142857144,32.83910416800384,52641.17651706379,0.0004774010545822
1630995300,1,1184.0,52641.124285714286,52657.44,52610.3,52636.58069167715,27.01785350637587,52637.354331347626,0.0007226771343204
1630995360,1,1218.0,52637.43714285714,52655.94,52602.21,52624.00197844714,28.168215867613,52630.82362449402,0.0006978248934386
1630995420,1,1248.0,52624.30428571428,52651.3,52593.5,52612.09428571428,36.12133691845112,52619.572641544844,0.0008796786764425
1630995480,1,1277.0,52613.02986422715,52651.3,52580.09,52613.98425450143,40.80029605698181,52611.12620747397,0.0011769941482555
1630995540,1,990.0,52612.26842916715,52650.1,52591.72,52620.607142857145,21.410775210737626,52614.018470056784,0.0011223596999405
1630995600,1,1135.0,52623.107142857145,52641.75,52574.4,52598.93142857144,24.533425733055086,52608.217944661,0.0008720755717295
1630995660,1,1191.0,52599.13577239856,52614.76,52555.87,52581.05857142856,24.32944063235868,52588.28633885628,0.0009468658648186
1630995720,1,1221.0,52580.569328055,52609.3,52555.0,52583.90333333333,36.491612954953695,52583.15925426607,0.0008416423031578
